None,region_id,region_type,region,zip,state,city,county,community
2049,97184,zip,93251; CA; Bakersfield; Kern County; Mc Kittrick,93251,CA,Bakersfield,Kern County,Mc Kittrick
2050,97183,zip,93250; CA; Bakersfield; Kern County; Mc Farland,93250,CA,Bakersfield,Kern County,Mc Farland
2051,97182,zip,93249; CA; Bakersfield; Kern County; Lost Hills,93249,CA,Bakersfield,Kern County,Lost Hills
2052,97181,zip,93247; CA; Visalia-Porterville; Tulare County; Lindsay,93247,CA,Visalia-Porterville,Tulare County,Lindsay
2053,97179,zip,93245; CA; Hanford-Corcoran; Kings County; Lemoore,93245,CA,Hanford-Corcoran,Kings County,Lemoore
2054,97178,zip,93244; CA; Visalia-Porterville; Tulare County; Lemon Cove,93244,CA,Visalia-Porterville,Tulare County,Lemon Cove
2055,97177,zip,93243; CA; Bakersfield; Kern County; Lebec,93243,CA,Bakersfield,Kern County,Lebec
2056,97176,zip,93242; CA; Fresno; Fresno County; Laton,93242,CA,Fresno,Fresno County,Laton
2057,97175,zip,93241; CA; Bakersfield; Kern County; Lamont,93241,CA,Bakersfield,Kern County,Lamont
2058,97174,zip,93240; CA; Bakersfield; Kern County; Lake Isabella,93240,CA,Bakersfield,Kern County,Lake Isabella
2059,97173,zip,93239; CA; Hanford-Corcoran; Kings County; Kettleman City,93239,CA,Hanford-Corcoran,Kings County,Kettleman City
2060,97172,zip,93238; CA; Bakersfield; Kern County; Kernville,93238,CA,Bakersfield,Kern County,Kernville
2061,97170,zip,93235; CA; Visalia-Porterville; Tulare County; Ivanhoe,93235,CA,Visalia-Porterville,Tulare County,Ivanhoe
2063,97169,zip,93234; CA; Fresno; Fresno County; Huron,93234,CA,Fresno,Fresno County,Huron
2064,97167,zip,93230; CA; Hanford-Corcoran; Kings County; Hanford,93230,CA,Hanford-Corcoran,Kings County,Hanford
2065,97166,zip,93227; CA; Visalia-Porterville; Tulare County; Visalia,93227,CA,Visalia-Porterville,Tulare County,Visalia
2066,97165,zip,93226; CA; Bakersfield; Kern County; Glennville,93226,CA,Bakersfield,Kern County,Glennville
2067,97164,zip,93225; CA; Bakersfield; Kern County; Frazier Park,93225,CA,Bakersfield,Kern County,Frazier Park
2068,97163,zip,93224; CA; Bakersfield; Kern County; Fellows,93224,CA,Bakersfield,Kern County,Fellows
2069,97162,zip,93223; CA; Visalia-Porterville; Tulare County; Farmersville,93223,CA,Visalia-Porterville,Tulare County,Farmersville
2070,97161,zip,93222; CA; Bakersfield; Kern County; Pine Mountain Club,93222,CA,Bakersfield,Kern County,Pine Mountain Club
2071,97160,zip,93221; CA; Visalia-Porterville; Tulare County; Exeter,93221,CA,Visalia-Porterville,Tulare County,Exeter
2072,97158,zip,93219; CA; Visalia-Porterville; Tulare County; Earlimart,93219,CA,Visalia-Porterville,Tulare County,Earlimart
2073,97157,zip,93218; CA; Visalia-Porterville; Tulare County; Ducor,93218,CA,Visalia-Porterville,Tulare County,Ducor
2074,97155,zip,93215; CA; Bakersfield; Kern County; Delano,93215,CA,Bakersfield,Kern County,Delano
2075,97154,zip,93212; CA; Hanford-Corcoran; Kings County; Corcoran,93212,CA,Hanford-Corcoran,Kings County,Corcoran
2076,97153,zip,93210; CA; Fresno; Fresno County; Coalinga,93210,CA,Fresno,Fresno County,Coalinga
2077,97151,zip,93207; CA; Visalia-Porterville; Tulare County; California Hot Springs,93207,CA,Visalia-Porterville,Tulare County,California Hot Springs
2078,97150,zip,93206; CA; Bakersfield; Kern County; Buttonwillow,93206,CA,Bakersfield,Kern County,Buttonwillow
2079,97149,zip,93205; CA; Bakersfield; Kern County; Bodfish,93205,CA,Bakersfield,Kern County,Bodfish
2080,97148,zip,93204; CA; Hanford-Corcoran; Kings County; Avenal,93204,CA,Hanford-Corcoran,Kings County,Avenal
2081,97147,zip,93203; CA; Bakersfield; Kern County; Arvin,93203,CA,Bakersfield,Kern County,Arvin
2082,97146,zip,93202; CA; Hanford-Corcoran; Kings County; Armona,93202,CA,Hanford-Corcoran,Kings County,Armona
2083,97145,zip,93201; CA; Visalia-Porterville; Tulare County; Alpaugh,93201,CA,Visalia-Porterville,Tulare County,Alpaugh
2085,97135,zip,93117; CA; Santa Maria-Santa Barbara; Santa Barbara County; Goleta,93117,CA,Santa Maria-Santa Barbara,Santa Barbara County,Goleta
2086,97133,zip,93111; CA; Santa Maria-Santa Barbara; Santa Barbara County; Santa Barbara,93111,CA,Santa Maria-Santa Barbara,Santa Barbara County,Santa Barbara
2087,97132,zip,93110; CA; Santa Maria-Santa Barbara; Santa Barbara County; Santa Barbara,93110,CA,Santa Maria-Santa Barbara,Santa Barbara County,Santa Barbara
2088,97131,zip,93109; CA; Santa Maria-Santa Barbara; Santa Barbara County; Santa Barbara,93109,CA,Santa Maria-Santa Barbara,Santa Barbara County,Santa Barbara
2089,97130,zip,93108; CA; Santa Maria-Santa Barbara; Santa Barbara County; Montecito,93108,CA,Santa Maria-Santa Barbara,Santa Barbara County,Montecito
2090,97127,zip,93105; CA; Santa Maria-Santa Barbara; Santa Barbara County; Santa Barbara,93105,CA,Santa Maria-Santa Barbara,Santa Barbara County,Santa Barbara
2091,97126,zip,93103; CA; Santa Maria-Santa Barbara; Santa Barbara County; Santa Barbara,93103,CA,Santa Maria-Santa Barbara,Santa Barbara County,Santa Barbara
2092,97124,zip,93101; CA; Santa Maria-Santa Barbara; Santa Barbara County; Santa Barbara,93101,CA,Santa Maria-Santa Barbara,Santa Barbara County,Santa Barbara
2093,97120,zip,93067; CA; Santa Maria-Santa Barbara; Santa Barbara County; Summerland,93067,CA,Santa Maria-Santa Barbara,Santa Barbara County,Summerland
2094,97119,zip,93066; CA; Oxnard-Thousand Oaks-Ventura; Ventura County; Somis,93066,CA,Oxnard-Thousand Oaks-Ventura,Ventura County,Somis
2095,97118,zip,93065; CA; Oxnard-Thousand Oaks-Ventura; Ventura County; Simi Valley,93065,CA,Oxnard-Thousand Oaks-Ventura,Ventura County,Simi Valley
2097,97113,zip,93060; CA; Oxnard-Thousand Oaks-Ventura; Ventura County; Santa Paula,93060,CA,Oxnard-Thousand Oaks-Ventura,Ventura County,Santa Paula
2100,97108,zip,93040; CA; Oxnard-Thousand Oaks-Ventura; Ventura County; Fillmore,93040,CA,Oxnard-Thousand Oaks-Ventura,Ventura County,Fillmore
2104,97101,zip,93030; CA; Oxnard-Thousand Oaks-Ventura; Ventura County; Oxnard,93030,CA,Oxnard-Thousand Oaks-Ventura,Ventura County,Oxnard
2107,97099,zip,93023; CA; Oxnard-Thousand Oaks-Ventura; Ventura County; Ojai,93023,CA,Oxnard-Thousand Oaks-Ventura,Ventura County,Ojai
2108,97098,zip,93022; CA; Oxnard-Thousand Oaks-Ventura; Ventura County; Oak View,93022,CA,Oxnard-Thousand Oaks-Ventura,Ventura County,Oak View
2110,97094,zip,93015; CA; Oxnard-Thousand Oaks-Ventura; Ventura County; Fillmore,93015,CA,Oxnard-Thousand Oaks-Ventura,Ventura County,Fillmore
2111,97092,zip,93013; CA; Santa Maria-Santa Barbara; Santa Barbara County; Carpinteria,93013,CA,Santa Maria-Santa Barbara,Santa Barbara County,Carpinteria
2114,97084,zip,93004; CA; Oxnard-Thousand Oaks-Ventura; Ventura County; Ventura,93004,CA,Oxnard-Thousand Oaks-Ventura,Ventura County,Ventura
2132,97059,zip,92861; CA; Los Angeles-Long Beach-Anaheim; Orange County; Villa Park,92861,CA,Los Angeles-Long Beach-Anaheim,Orange County,Villa Park
2133,97058,zip,92860; CA; Riverside-San Bernardino-Ontario; Riverside County; Norco,92860,CA,Riverside-San Bernardino-Ontario,Riverside County,Norco
2134,97052,zip,92845; CA; Los Angeles-Long Beach-Anaheim; Orange County; Garden Grove,92845,CA,Los Angeles-Long Beach-Anaheim,Orange County,Garden Grove
2135,97051,zip,92844; CA; Los Angeles-Long Beach-Anaheim; Orange County; Garden Grove,92844,CA,Los Angeles-Long Beach-Anaheim,Orange County,Garden Grove
2136,97050,zip,92843; CA; Los Angeles-Long Beach-Anaheim; Orange County; Garden Grove,92843,CA,Los Angeles-Long Beach-Anaheim,Orange County,Garden Grove
2137,97048,zip,92841; CA; Los Angeles-Long Beach-Anaheim; Orange County; Garden Grove,92841,CA,Los Angeles-Long Beach-Anaheim,Orange County,Garden Grove
2143,97037,zip,92823; CA; Los Angeles-Long Beach-Anaheim; Orange County; Brea,92823,CA,Los Angeles-Long Beach-Anaheim,Orange County,Brea
2151,97020,zip,92801; CA; Los Angeles-Long Beach-Anaheim; Orange County; Anaheim,92801,CA,Los Angeles-Long Beach-Anaheim,Orange County,Anaheim
2155,97007,zip,92707; CA; Los Angeles-Long Beach-Anaheim; Orange County; Santa Ana,92707,CA,Los Angeles-Long Beach-Anaheim,Orange County,Santa Ana
2156,97006,zip,92706; CA; Los Angeles-Long Beach-Anaheim; Orange County; Santa Ana,92706,CA,Los Angeles-Long Beach-Anaheim,Orange County,Santa Ana
2159,97003,zip,92703; CA; Los Angeles-Long Beach-Anaheim; Orange County; Santa Ana,92703,CA,Los Angeles-Long Beach-Anaheim,Orange County,Santa Ana
2171,96986,zip,92676; CA; Los Angeles-Long Beach-Anaheim; Orange County; Silverado,92676,CA,Los Angeles-Long Beach-Anaheim,Orange County,Silverado
2176,96980,zip,92662; CA; Los Angeles-Long Beach-Anaheim; Orange County; Newport Beach,92662,CA,Los Angeles-Long Beach-Anaheim,Orange County,Newport Beach
2181,96973,zip,92655; CA; Los Angeles-Long Beach-Anaheim; Orange County; Westminster,92655,CA,Los Angeles-Long Beach-Anaheim,Orange County,Westminster
2199,96951,zip,92617; CA; Los Angeles-Long Beach-Anaheim; Orange County; Irvine,92617,CA,Los Angeles-Long Beach-Anaheim,Orange County,Irvine
2209,96937,zip,92596; CA; Riverside-San Bernardino-Ontario; Riverside County; Winchester,92596,CA,Riverside-San Bernardino-Ontario,Riverside County,Winchester
2213,96932,zip,92590; CA; Riverside-San Bernardino-Ontario; Riverside County; Temecula,92590,CA,Riverside-San Bernardino-Ontario,Riverside County,Temecula
2214,96930,zip,92587; CA; Riverside-San Bernardino-Ontario; Riverside County; Canyon Lake,92587,CA,Riverside-San Bernardino-Ontario,Riverside County,Canyon Lake
2216,96928,zip,92585; CA; Riverside-San Bernardino-Ontario; Riverside County; Menifee,92585,CA,Riverside-San Bernardino-Ontario,Riverside County,Menifee
2219,96925,zip,92582; CA; Riverside-San Bernardino-Ontario; Riverside County; San Jacinto,92582,CA,Riverside-San Bernardino-Ontario,Riverside County,San Jacinto
2221,96921,zip,92570; CA; Riverside-San Bernardino-Ontario; Riverside County; Perris,92570,CA,Riverside-San Bernardino-Ontario,Riverside County,Perris
2222,96920,zip,92567; CA; Riverside-San Bernardino-Ontario; Riverside County; Nuevo,92567,CA,Riverside-San Bernardino-Ontario,Riverside County,Nuevo
2225,96916,zip,92561; CA; Riverside-San Bernardino-Ontario; Riverside County; Mountain Center,92561,CA,Riverside-San Bernardino-Ontario,Riverside County,Mountain Center
2227,96913,zip,92555; CA; Riverside-San Bernardino-Ontario; Riverside County; Moreno Valley,92555,CA,Riverside-San Bernardino-Ontario,Riverside County,Moreno Valley
2230,96908,zip,92549; CA; Riverside-San Bernardino-Ontario; Riverside County; Idyllwild,92549,CA,Riverside-San Bernardino-Ontario,Riverside County,Idyllwild
2231,96907,zip,92548; CA; Riverside-San Bernardino-Ontario; Riverside County; Homeland,92548,CA,Riverside-San Bernardino-Ontario,Riverside County,Homeland
2233,96904,zip,92544; CA; Riverside-San Bernardino-Ontario; Riverside County; Hemet,92544,CA,Riverside-San Bernardino-Ontario,Riverside County,Hemet
2235,96902,zip,92539; CA; Riverside-San Bernardino-Ontario; Riverside County; Anza,92539,CA,Riverside-San Bernardino-Ontario,Riverside County,Anza
2236,96901,zip,92536; CA; Riverside-San Bernardino-Ontario; Riverside County; Aguanga,92536,CA,Riverside-San Bernardino-Ontario,Riverside County,Aguanga
2244,96885,zip,92506; CA; Riverside-San Bernardino-Ontario; Riverside County; Riverside,92506,CA,Riverside-San Bernardino-Ontario,Riverside County,Riverside
2248,96880,zip,92501; CA; Riverside-San Bernardino-Ontario; Riverside County; Riverside,92501,CA,Riverside-San Bernardino-Ontario,Riverside County,Riverside
2249,96871,zip,92411; CA; Riverside-San Bernardino-Ontario; San Bernardino County; San Bernardino,92411,CA,Riverside-San Bernardino-Ontario,San Bernardino County,San Bernardino
2250,96870,zip,92410; CA; Riverside-San Bernardino-Ontario; San Bernardino County; San Bernardino,92410,CA,Riverside-San Bernardino-Ontario,San Bernardino County,San Bernardino
2252,96869,zip,92408; CA; Riverside-San Bernardino-Ontario; San Bernardino County; San Bernardino,92408,CA,Riverside-San Bernardino-Ontario,San Bernardino County,San Bernardino
2254,96866,zip,92405; CA; Riverside-San Bernardino-Ontario; San Bernardino County; San Bernardino,92405,CA,Riverside-San Bernardino-Ontario,San Bernardino County,San Bernardino
2256,96862,zip,92401; CA; Riverside-San Bernardino-Ontario; San Bernardino County; San Bernardino,92401,CA,Riverside-San Bernardino-Ontario,San Bernardino County,San Bernardino
2258,96860,zip,92398; CA; Riverside-San Bernardino-Ontario; San Bernardino County; Yermo,92398,CA,Riverside-San Bernardino-Ontario,San Bernardino County,Yermo
2260,96859,zip,92397; CA; Riverside-San Bernardino-Ontario; San Bernardino County; Wrightwood,92397,CA,Riverside-San Bernardino-Ontario,San Bernardino County,Wrightwood
2264,96854,zip,92391; CA; Riverside-San Bernardino-Ontario; San Bernardino County; Lake Arrowhead,92391,CA,Riverside-San Bernardino-Ontario,San Bernardino County,Lake Arrowhead
2265,96853,zip,92389; CA; Inyo County; Shoshone,92389,CA,Inyo County,Shoshone,
2266,96852,zip,92386; CA; Riverside-San Bernardino-Ontario; San Bernardino County; Big Bear City,92386,CA,Riverside-San Bernardino-Ontario,San Bernardino County,Big Bear City
2267,96851,zip,92385; CA; Riverside-San Bernardino-Ontario; San Bernardino County; Lake Arrowhead,92385,CA,Riverside-San Bernardino-Ontario,San Bernardino County,Lake Arrowhead
2269,96849,zip,92382; CA; Riverside-San Bernardino-Ontario; San Bernardino County; Running Springs,92382,CA,Riverside-San Bernardino-Ontario,San Bernardino County,Running Springs
2270,96848,zip,92378; CA; Riverside-San Bernardino-Ontario; San Bernardino County; Lake Arrowhead,92378,CA,Riverside-San Bernardino-Ontario,San Bernardino County,Lake Arrowhead
2271,96847,zip,92377; CA; Riverside-San Bernardino-Ontario; San Bernardino County; Rialto,92377,CA,Riverside-San Bernardino-Ontario,San Bernardino County,Rialto
2272,96846,zip,92376; CA; Riverside-San Bernardino-Ontario; San Bernardino County; Rialto,92376,CA,Riverside-San Bernardino-Ontario,San Bernardino County,Rialto
2275,96842,zip,92372; CA; Riverside-San Bernardino-Ontario; San Bernardino County; Pinon Hills,92372,CA,Riverside-San Bernardino-Ontario,San Bernardino County,Pinon Hills
2276,96841,zip,92371; CA; Riverside-San Bernardino-Ontario; San Bernardino County; Phelan,92371,CA,Riverside-San Bernardino-Ontario,San Bernardino County,Phelan
2278,96839,zip,92368; CA; Riverside-San Bernardino-Ontario; San Bernardino County; Helendale,92368,CA,Riverside-San Bernardino-Ontario,San Bernardino County,Helendale
2279,96837,zip,92365; CA; Riverside-San Bernardino-Ontario; San Bernardino County; Newberry Springs,92365,CA,Riverside-San Bernardino-Ontario,San Bernardino County,Newberry Springs
2280,96835,zip,92363; CA; Riverside-San Bernardino-Ontario; San Bernardino County; Needles,92363,CA,Riverside-San Bernardino-Ontario,San Bernardino County,Needles
2281,96834,zip,92359; CA; Riverside-San Bernardino-Ontario; San Bernardino County; Mentone,92359,CA,Riverside-San Bernardino-Ontario,San Bernardino County,Mentone
2282,96833,zip,92358; CA; Riverside-San Bernardino-Ontario; San Bernardino County; Lytle Creek,92358,CA,Riverside-San Bernardino-Ontario,San Bernardino County,Lytle Creek
2283,96831,zip,92356; CA; Riverside-San Bernardino-Ontario; San Bernardino County; Lucerne Valley,92356,CA,Riverside-San Bernardino-Ontario,San Bernardino County,Lucerne Valley
2286,96829,zip,92352; CA; Riverside-San Bernardino-Ontario; San Bernardino County; Lake Arrowhead,92352,CA,Riverside-San Bernardino-Ontario,San Bernardino County,Lake Arrowhead
2287,96827,zip,92347; CA; Riverside-San Bernardino-Ontario; San Bernardino County; Hinkley,92347,CA,Riverside-San Bernardino-Ontario,San Bernardino County,Hinkley
2290,96824,zip,92344; CA; Riverside-San Bernardino-Ontario; San Bernardino County; Hesperia,92344,CA,Riverside-San Bernardino-Ontario,San Bernardino County,Hesperia
2291,96823,zip,92342; CA; Riverside-San Bernardino-Ontario; San Bernardino County; Helendale,92342,CA,Riverside-San Bernardino-Ontario,San Bernardino County,Helendale
2292,96822,zip,92341; CA; Riverside-San Bernardino-Ontario; San Bernardino County; Green Valley Lake,92341,CA,Riverside-San Bernardino-Ontario,San Bernardino County,Green Valley Lake
2293,96820,zip,92339; CA; Riverside-San Bernardino-Ontario; San Bernardino County; Forest Falls,92339,CA,Riverside-San Bernardino-Ontario,San Bernardino County,Forest Falls
2298,96814,zip,92333; CA; Riverside-San Bernardino-Ontario; San Bernardino County; Fawnskin,92333,CA,Riverside-San Bernardino-Ontario,San Bernardino County,Fawnskin
2299,96813,zip,92332; CA; Riverside-San Bernardino-Ontario; San Bernardino County; Essex,92332,CA,Riverside-San Bernardino-Ontario,San Bernardino County,Essex
2300,96810,zip,92327; CA; Riverside-San Bernardino-Ontario; San Bernardino County; Daggett,92327,CA,Riverside-San Bernardino-Ontario,San Bernardino County,Daggett
2302,96808,zip,92325; CA; Riverside-San Bernardino-Ontario; San Bernardino County; Crestline,92325,CA,Riverside-San Bernardino-Ontario,San Bernardino County,Crestline
2304,96805,zip,92322; CA; Riverside-San Bernardino-Ontario; San Bernardino County; Crestline,92322,CA,Riverside-San Bernardino-Ontario,San Bernardino County,Crestline
2305,96804,zip,92321; CA; Riverside-San Bernardino-Ontario; San Bernardino County; Lake Arrowhead,92321,CA,Riverside-San Bernardino-Ontario,San Bernardino County,Lake Arrowhead
2306,96803,zip,92320; CA; Riverside-San Bernardino-Ontario; Riverside County; Calimesa,92320,CA,Riverside-San Bernardino-Ontario,Riverside County,Calimesa
2307,96802,zip,92318; CA; Riverside-San Bernardino-Ontario; San Bernardino County; Loma Linda,92318,CA,Riverside-San Bernardino-Ontario,San Bernardino County,Loma Linda
2308,96801,zip,92317; CA; Riverside-San Bernardino-Ontario; San Bernardino County; Lake Arrowhead,92317,CA,Riverside-San Bernardino-Ontario,San Bernardino County,Lake Arrowhead
2309,96800,zip,92316; CA; Riverside-San Bernardino-Ontario; San Bernardino County; Bloomington,92316,CA,Riverside-San Bernardino-Ontario,San Bernardino County,Bloomington
2311,96799,zip,92315; CA; Riverside-San Bernardino-Ontario; San Bernardino County; Big Bear Lake,92315,CA,Riverside-San Bernardino-Ontario,San Bernardino County,Big Bear Lake
2312,96798,zip,92314; CA; Riverside-San Bernardino-Ontario; San Bernardino County; Big Bear City,92314,CA,Riverside-San Bernardino-Ontario,San Bernardino County,Big Bear City
2313,96797,zip,92313; CA; Riverside-San Bernardino-Ontario; San Bernardino County; Grand Terrace,92313,CA,Riverside-San Bernardino-Ontario,San Bernardino County,Grand Terrace
2315,96793,zip,92309; CA; Riverside-San Bernardino-Ontario; San Bernardino County; Baker,92309,CA,Riverside-San Bernardino-Ontario,San Bernardino County,Baker
2316,96792,zip,92308; CA; Riverside-San Bernardino-Ontario; San Bernardino County; Apple Valley,92308,CA,Riverside-San Bernardino-Ontario,San Bernardino County,Apple Valley
2317,96791,zip,92307; CA; Riverside-San Bernardino-Ontario; San Bernardino County; Apple Valley,92307,CA,Riverside-San Bernardino-Ontario,San Bernardino County,Apple Valley
2318,96790,zip,92305; CA; Riverside-San Bernardino-Ontario; San Bernardino County; Angelus Oaks,92305,CA,Riverside-San Bernardino-Ontario,San Bernardino County,Angelus Oaks
2320,96785,zip,92285; CA; Riverside-San Bernardino-Ontario; San Bernardino County; Landers,92285,CA,Riverside-San Bernardino-Ontario,San Bernardino County,Landers
2322,96782,zip,92282; CA; Riverside-San Bernardino-Ontario; Riverside County; White Water,92282,CA,Riverside-San Bernardino-Ontario,Riverside County,White Water
2323,96781,zip,92281; CA; El Centro; Imperial County; Westmorland,92281,CA,El Centro,Imperial County,Westmorland
2325,96777,zip,92276; CA; Riverside-San Bernardino-Ontario; Riverside County; Thousand Palms,92276,CA,Riverside-San Bernardino-Ontario,Riverside County,Thousand Palms
2326,96776,zip,92275; CA; El Centro; Imperial County; Thermal,92275,CA,El Centro,Imperial County,Thermal
2327,96775,zip,92274; CA; El Centro; Imperial County; Thermal,92274,CA,El Centro,Imperial County,Thermal
2328,96774,zip,92273; CA; El Centro; Imperial County,92273,CA,El Centro,Imperial County,
2330,96772,zip,92268; CA; Riverside-San Bernardino-Ontario; San Bernardino County; Yucca Valley,92268,CA,Riverside-San Bernardino-Ontario,San Bernardino County,Yucca Valley
2335,96763,zip,92258; CA; Riverside-San Bernardino-Ontario; Riverside County; Desert Hot Springs,92258,CA,Riverside-San Bernardino-Ontario,Riverside County,Desert Hot Springs
2336,96761,zip,92256; CA; Riverside-San Bernardino-Ontario; San Bernardino County; Morongo Valley,92256,CA,Riverside-San Bernardino-Ontario,San Bernardino County,Morongo Valley
2337,96759,zip,92254; CA; Riverside-San Bernardino-Ontario; Riverside County; Mecca,92254,CA,Riverside-San Bernardino-Ontario,Riverside County,Mecca
2339,96757,zip,92252; CA; Riverside-San Bernardino-Ontario; San Bernardino County; Joshua Tree,92252,CA,Riverside-San Bernardino-Ontario,San Bernardino County,Joshua Tree
2340,96756,zip,92251; CA; El Centro; Imperial County; Imperial,92251,CA,El Centro,Imperial County,Imperial
2341,96755,zip,92250; CA; El Centro; Imperial County; Holtville,92250,CA,El Centro,Imperial County,Holtville
2342,96754,zip,92249; CA; El Centro; Imperial County; Heber,92249,CA,El Centro,Imperial County,Heber
2343,96750,zip,92243; CA; El Centro; Imperial County,92243,CA,El Centro,Imperial County,
2345,96749,zip,92242; CA; Riverside-San Bernardino-Ontario; San Bernardino County; Earp,92242,CA,Riverside-San Bernardino-Ontario,San Bernardino County,Earp
2346,96748,zip,92241; CA; Riverside-San Bernardino-Ontario; Riverside County; Desert Hot Springs,92241,CA,Riverside-San Bernardino-Ontario,Riverside County,Desert Hot Springs
2348,96746,zip,92239; CA; Riverside-San Bernardino-Ontario; Riverside County; Desert Center,92239,CA,Riverside-San Bernardino-Ontario,Riverside County,Desert Center
2349,96745,zip,92236; CA; Riverside-San Bernardino-Ontario; Riverside County; Coachella,92236,CA,Riverside-San Bernardino-Ontario,Riverside County,Coachella
2351,96742,zip,92233; CA; El Centro; Imperial County; Calipatria,92233,CA,El Centro,Imperial County,Calipatria
2352,96740,zip,92231; CA; El Centro; Imperial County; Calexico,92231,CA,El Centro,Imperial County,Calexico
2353,96739,zip,92230; CA; Riverside-San Bernardino-Ontario; Riverside County; Cabazon,92230,CA,Riverside-San Bernardino-Ontario,Riverside County,Cabazon
2354,96738,zip,92227; CA; El Centro; Imperial County; Brawley,92227,CA,El Centro,Imperial County,Brawley
2355,96736,zip,92225; CA; Riverside-San Bernardino-Ontario; Riverside County; Blythe,92225,CA,Riverside-San Bernardino-Ontario,Riverside County,Blythe
2357,96733,zip,92220; CA; Riverside-San Bernardino-Ontario; Riverside County; Banning,92220,CA,Riverside-San Bernardino-Ontario,Riverside County,Banning
2362,96707,zip,92173; CA; San Diego-Carlsbad; San Diego County; San Diego,92173,CA,San Diego-Carlsbad,San Diego County,San Diego
2379,96663,zip,92121; CA; San Diego-Carlsbad; San Diego County; San Diego,92121,CA,San Diego-Carlsbad,San Diego County,San Diego
2381,96661,zip,92119; CA; San Diego-Carlsbad; San Diego County; San Diego,92119,CA,San Diego-Carlsbad,San Diego County,San Diego
2401,96639,zip,92091; CA; San Diego-Carlsbad; San Diego County; Rancho Santa Fe,92091,CA,San Diego-Carlsbad,San Diego County,Rancho Santa Fe
2402,96636,zip,92086; CA; San Diego-Carlsbad; San Diego County; Warner Springs,92086,CA,San Diego-Carlsbad,San Diego County,Warner Springs
2404,96633,zip,92083; CA; San Diego-Carlsbad; San Diego County; Vista,92083,CA,San Diego-Carlsbad,San Diego County,Vista
2405,96632,zip,92082; CA; San Diego-Carlsbad; San Diego County; Valley Center,92082,CA,San Diego-Carlsbad,San Diego County,Valley Center
2410,96624,zip,92070; CA; San Diego-Carlsbad; San Diego County; Santa Ysabel,92070,CA,San Diego-Carlsbad,San Diego County,Santa Ysabel
2412,96621,zip,92067; CA; San Diego-Carlsbad; San Diego County; Rancho Santa Fe,92067,CA,San Diego-Carlsbad,San Diego County,Rancho Santa Fe
2413,96620,zip,92066; CA; San Diego-Carlsbad; San Diego County; Ranchita,92066,CA,San Diego-Carlsbad,San Diego County,Ranchita
2417,96617,zip,92061; CA; San Diego-Carlsbad; San Diego County; Pauma Valley,92061,CA,San Diego-Carlsbad,San Diego County,Pauma Valley
2418,96616,zip,92060; CA; San Diego-Carlsbad; San Diego County; Palomar Mountain,92060,CA,San Diego-Carlsbad,San Diego County,Palomar Mountain
2419,96615,zip,92059; CA; San Diego-Carlsbad; San Diego County; Pala,92059,CA,San Diego-Carlsbad,San Diego County,Pala
2427,96601,zip,92036; CA; San Diego-Carlsbad; San Diego County; Julian,92036,CA,San Diego-Carlsbad,San Diego County,Julian
2445,96580,zip,92007; CA; San Diego-Carlsbad; San Diego County; Encinitas,92007,CA,San Diego-Carlsbad,San Diego County,Encinitas
2446,96579,zip,92004; CA; San Diego-Carlsbad; San Diego County; Borrego Springs,92004,CA,San Diego-Carlsbad,San Diego County,Borrego Springs
2447,96578,zip,92003; CA; San Diego-Carlsbad; San Diego County; Bonsall,92003,CA,San Diego-Carlsbad,San Diego County,Bonsall
2448,96575,zip,91980; CA; San Diego-Carlsbad; San Diego County; Tecate,91980,CA,San Diego-Carlsbad,San Diego County,Tecate
2449,96573,zip,91978; CA; San Diego-Carlsbad; San Diego County; Spring Valley,91978,CA,San Diego-Carlsbad,San Diego County,Spring Valley
2451,96570,zip,91963; CA; San Diego-Carlsbad; San Diego County; Potrero,91963,CA,San Diego-Carlsbad,San Diego County,Potrero
2453,96569,zip,91962; CA; San Diego-Carlsbad; San Diego County; Descanso,91962,CA,San Diego-Carlsbad,San Diego County,Descanso
2454,96567,zip,91950; CA; San Diego-Carlsbad; San Diego County; National City,91950,CA,San Diego-Carlsbad,San Diego County,National City
2455,96566,zip,91948; CA; San Diego-Carlsbad; San Diego County; Mount Laguna,91948,CA,San Diego-Carlsbad,San Diego County,Mount Laguna
2460,96558,zip,91935; CA; San Diego-Carlsbad; San Diego County; Jamul,91935,CA,San Diego-Carlsbad,San Diego County,Jamul
2461,96557,zip,91934; CA; San Diego-Carlsbad; San Diego County; Jacumba,91934,CA,San Diego-Carlsbad,San Diego County,Jacumba
2463,96554,zip,91931; CA; San Diego-Carlsbad; San Diego County; Descanso,91931,CA,San Diego-Carlsbad,San Diego County,Descanso
2464,96552,zip,91917; CA; San Diego-Carlsbad; San Diego County; Dulzura,91917,CA,San Diego-Carlsbad,San Diego County,Dulzura
2465,96551,zip,91916; CA; San Diego-Carlsbad; San Diego County; Descanso,91916,CA,San Diego-Carlsbad,San Diego County,Descanso
2472,96542,zip,91906; CA; San Diego-Carlsbad; San Diego County; Campo,91906,CA,San Diego-Carlsbad,San Diego County,Campo
2473,96541,zip,91905; CA; San Diego-Carlsbad; San Diego County; Boulevard,91905,CA,San Diego-Carlsbad,San Diego County,Boulevard
2475,96539,zip,91902; CA; San Diego-Carlsbad; San Diego County; Bonita,91902,CA,San Diego-Carlsbad,San Diego County,Bonita
